category_id,class,family,genus,kingdom,name,order,phylum,supercategory
7680,Magnoliopsida,Rosaceae,Rubus,Plantae,Rubus armeniacus,Rosales,Magnoliophyta,Plantae
6309,Magnoliopsida,Amaranthaceae,Salsola,Plantae,Salsola australis,Caryophyllales,Magnoliophyta,Plantae
6652,Magnoliopsida,Primulaceae,Myrsine,Plantae,Myrsine australis,Ericales,Magnoliophyta,Plantae
5157,Agaricomycetes,Phallaceae,Phallus,Fungi,Phallus ravenelii,Phallales,Basidiomycota,Fungi
8021,Polypodiopsida,Aspleniaceae,Asplenium,Plantae,Asplenium scolopendrium,Polypodiales,Pteridophyta,Plantae
7294,Magnoliopsida,Euphorbiaceae,Euphorbia,Plantae,Euphorbia serpillifolia,Malpighiales,Magnoliophyta,Plantae
5760,Magnoliopsida,Apiaceae,Sanicula,Plantae,Sanicula odorata,Apiales,Magnoliophyta,Plantae
7015,Magnoliopsida,Bignoniaceae,Kigelia,Plantae,Kigelia africana,Lamiales,Magnoliophyta,Plantae
7178,Magnoliopsida,Plantaginaceae,Penstemon,Plantae,Penstemon deustus,Lamiales,Magnoliophyta,Plantae
5768,Magnoliopsida,Apiaceae,Zizia,Plantae,Zizia aurea,Apiales,Magnoliophyta,Plantae
5707,Liliopsida,Typhaceae,Typha,Plantae,Typha orientalis,Poales,Magnoliophyta,Plantae
5638,Liliopsida,Poaceae,Bouteloua,Plantae,Bouteloua rigidiseta,Poales,Magnoliophyta,Plantae
6555,Magnoliopsida,Caprifoliaceae,Valeriana,Plantae,Valeriana californica,Dipsacales,Magnoliophyta,Plantae
6523,Magnoliopsida,Adoxaceae,Sambucus,Plantae,Sambucus nigra,Dipsacales,Magnoliophyta,Plantae
6096,Magnoliopsida,Asteraceae,Solidago,Plantae,Solidago canadensis,Asterales,Magnoliophyta,Plantae
5588,Liliopsida,Cyperaceae,Carex,Plantae,Carex plantaginea,Poales,Magnoliophyta,Plantae
6541,Magnoliopsida,Caprifoliaceae,Lonicera,Plantae,Lonicera hispidula,Dipsacales,Magnoliophyta,Plantae
6364,Magnoliopsida,Cactaceae,Opuntia,Plantae,Opuntia fragilis,Caryophyllales,Magnoliophyta,Plantae
6350,Magnoliopsida,Cactaceae,Mammillaria,Plantae,Mammillaria carnea,Caryophyllales,Magnoliophyta,Plantae
7622,Magnoliopsida,Rosaceae,Agrimonia,Plantae,Agrimonia parviflora,Rosales,Magnoliophyta,Plantae
6975,Magnoliopsida,Rubiaceae,Houstonia,Plantae,Houstonia caerulea,Gentianales,Magnoliophyta,Plantae
7327,Magnoliopsida,Salicaceae,Populus,Plantae,Populus grandidentata,Malpighiales,Magnoliophyta,Plantae
5231,Bryopsida,Hypnaceae,Buckiella,Plantae,Buckiella undulata,Hypnales,Bryophyta,Plantae
7377,Magnoliopsida,Malvaceae,Malva,Plantae,Malva parviflora,Malvales,Magnoliophyta,Plantae
5941,Magnoliopsida,Asteraceae,Erigeron,Plantae,Erigeron philadelphicus,Asterales,Magnoliophyta,Plantae
6914,Magnoliopsida,Apocynaceae,Asclepias,Plantae,Asclepias viridis,Gentianales,Magnoliophyta,Plantae
7573,Magnoliopsida,Ranunculaceae,Ranunculus,Plantae,Ranunculus recurvatus,Ranunculales,Magnoliophyta,Plantae
6672,Magnoliopsida,Fabaceae,Acacia,Plantae,Acacia dealbata,Fabales,Magnoliophyta,Plantae
6139,Magnoliopsida,Asteraceae,Tragopogon,Plantae,Tragopogon dubius,Asterales,Magnoliophyta,Plantae
5681,Liliopsida,Poaceae,Paspalum,Plantae,Paspalum notatum,Poales,Magnoliophyta,Plantae
5847,Magnoliopsida,Asteraceae,Aster,Plantae,Aster alpinus,Asterales,Magnoliophyta,Plantae
5824,Magnoliopsida,Asteraceae,Anaphalis,Plantae,Anaphalis margaritacea,Asterales,Magnoliophyta,Plantae
4914,Lecanoromycetes,Parmeliaceae,Dolichousnea,Fungi,Dolichousnea longissima,Lecanorales,Ascomycota,Fungi
7633,Magnoliopsida,Rosaceae,Crataegus,Plantae,Crataegus marshallii,Rosales,Magnoliophyta,Plantae
7325,Magnoliopsida,Salicaceae,Populus,Plantae,Populus deltoides,Malpighiales,Magnoliophyta,Plantae
5521,Liliopsida,Liliaceae,Erythronium,Plantae,Erythronium americanum,Liliales,Magnoliophyta,Plantae
8087,Polypodiopsida,Pteridaceae,Adiantum,Plantae,Adiantum capillus-veneris,Polypodiales,Pteridophyta,Plantae
7815,Magnoliopsida,Saxifragaceae,Micranthes,Plantae,Micranthes oregana,Saxifragales,Magnoliophyta,Plantae
7328,Magnoliopsida,Salicaceae,Populus,Plantae,Populus nigra,Malpighiales,Magnoliophyta,Plantae
5457,Liliopsida,Orchidaceae,Orchis,Plantae,Orchis anthropophora,Asparagales,Magnoliophyta,Plantae
7070,Magnoliopsida,Lamiaceae,Scutellaria,Plantae,Scutellaria integrifolia,Lamiales,Magnoliophyta,Plantae
6415,Magnoliopsida,Molluginaceae,Mollugo,Plantae,Mollugo verticillata,Caryophyllales,Magnoliophyta,Plantae
5467,Liliopsida,Orchidaceae,Platanthera,Plantae,Platanthera lacera,Asparagales,Magnoliophyta,Plantae
5621,Liliopsida,Juncaceae,Luzula,Plantae,Luzula acuminata,Poales,Magnoliophyta,Plantae
5410,Liliopsida,Orchidaceae,Chiloglottis,Plantae,Chiloglottis cornuta,Asparagales,Magnoliophyta,Plantae
6011,Magnoliopsida,Asteraceae,Lindheimera,Plantae,Lindheimera texana,Asterales,Magnoliophyta,Plantae
6655,Magnoliopsida,Primulaceae,Primula,Plantae,Primula hendersonii,Ericales,Magnoliophyta,Plantae
7184,Magnoliopsida,Plantaginaceae,Penstemon,Plantae,Penstemon laxiflorus,Lamiales,Magnoliophyta,Plantae
5165,Agaricomycetes,Ganodermataceae,Ganoderma,Fungi,Ganoderma applanatum,Polyporales,Basidiomycota,Fungi
8005,Polypodiopsida,Osmundaceae,Osmunda,Plantae,Osmunda regalis,Osmundales,Pteridophyta,Plantae
6034,Magnoliopsida,Asteraceae,Onopordum,Plantae,Onopordum acanthium,Asterales,Magnoliophyta,Plantae
6665,Magnoliopsida,Sarraceniaceae,Sarracenia,Plantae,Sarracenia purpurea,Ericales,Magnoliophyta,Plantae
7526,Magnoliopsida,Ranunculaceae,Anemone,Plantae,Anemone berlandieri,Ranunculales,Magnoliophyta,Plantae
6482,Magnoliopsida,Celastraceae,Celastrus,Plantae,Celastrus orbiculatus,Celastrales,Magnoliophyta,Plantae
5451,Liliopsida,Orchidaceae,Ophrys,Plantae,Ophrys bertolonii,Asparagales,Magnoliophyta,Plantae
7125,Magnoliopsida,Orobanchaceae,Conopholis,Plantae,Conopholis americana,Lamiales,Magnoliophyta,Plantae
5832,Magnoliopsida,Asteraceae,Arctotheca,Plantae,Arctotheca prostrata,Asterales,Magnoliophyta,Plantae
6120,Magnoliopsida,Asteraceae,Symphyotrichum,Plantae,Symphyotrichum laeve,Asterales,Magnoliophyta,Plantae
7747,Magnoliopsida,Rutaceae,Citrus,Plantae,Citrus trifoliata,Sapindales,Magnoliophyta,Plantae
5046,Agaricomycetes,Hygrophoraceae,Hygrophorus,Fungi,Hygrophorus eburneus,Agaricales,Basidiomycota,Fungi
6089,Magnoliopsida,Asteraceae,Senecio,Plantae,Senecio skirrhodon,Asterales,Magnoliophyta,Plantae
6433,Magnoliopsida,Nyctaginaceae,Mirabilis,Plantae,Mirabilis multiflora,Caryophyllales,Magnoliophyta,Plantae
6520,Magnoliopsida,Cucurbitaceae,Marah,Plantae,Marah fabacea,Cucurbitales,Magnoliophyta,Plantae
5319,Liliopsida,Asparagaceae,Arthropodium,Plantae,Arthropodium cirratum,Asparagales,Magnoliophyta,Plantae
7270,Magnoliopsida,Euphorbiaceae,Croton,Plantae,Croton setiger,Malpighiales,Magnoliophyta,Plantae
6373,Magnoliopsida,Cactaceae,Opuntia,Plantae,Opuntia streptacantha,Caryophyllales,Magnoliophyta,Plantae
7358,Magnoliopsida,Cistaceae,Cistus,Plantae,Cistus albidus,Malvales,Magnoliophyta,Plantae
6504,Magnoliopsida,Loasaceae,Cevallia,Plantae,Cevallia sinuata,Cornales,Magnoliophyta,Plantae
5567,Liliopsida,Bromeliaceae,Tillandsia,Plantae,Tillandsia recurvata,Poales,Magnoliophyta,Plantae
6428,Magnoliopsida,Montiaceae,Montia,Plantae,Montia parvifolia,Caryophyllales,Magnoliophyta,Plantae
7641,Magnoliopsida,Rosaceae,Geum,Plantae,Geum aleppicum,Rosales,Magnoliophyta,Plantae
7872,Magnoliopsida,Solanaceae,Lycium,Plantae,Lycium californicum,Solanales,Magnoliophyta,Plantae
5994,Magnoliopsida,Asteraceae,Lactuca,Plantae,Lactuca biennis,Asterales,Magnoliophyta,Plantae
5615,Liliopsida,Juncaceae,Juncus,Plantae,Juncus acutus,Poales,Magnoliophyta,Plantae
6097,Magnoliopsida,Asteraceae,Solidago,Plantae,Solidago flexicaulis,Asterales,Magnoliophyta,Plantae
7505,Magnoliopsida,Papaveraceae,Corydalis,Plantae,Corydalis flavula,Ranunculales,Magnoliophyta,Plantae
5979,Magnoliopsida,Asteraceae,Heterotheca,Plantae,Heterotheca grandiflora,Asterales,Magnoliophyta,Plantae
7884,Magnoliopsida,Solanaceae,Solanum,Plantae,Solanum dimidiatum,Solanales,Magnoliophyta,Plantae
6854,Magnoliopsida,Fagaceae,Quercus,Plantae,Quercus macrocarpa,Fagales,Magnoliophyta,Plantae
7132,Magnoliopsida,Orobanchaceae,Orobanche,Plantae,Orobanche hederae,Lamiales,Magnoliophyta,Plantae
6792,Magnoliopsida,Fabaceae,Sophora,Plantae,Sophora microphylla,Fabales,Magnoliophyta,Plantae
5111,Agaricomycetes,Boletaceae,Exsudoporus,Fungi,Exsudoporus frostii,Boletales,Basidiomycota,Fungi
5924,Magnoliopsida,Asteraceae,Echinacea,Plantae,Echinacea angustifolia,Asterales,Magnoliophyta,Plantae
6088,Magnoliopsida,Asteraceae,Senecio,Plantae,Senecio salignus,Asterales,Magnoliophyta,Plantae
6463,Magnoliopsida,Polygonaceae,Muehlenbeckia,Plantae,Muehlenbeckia axillaris,Caryophyllales,Magnoliophyta,Plantae
7605,Magnoliopsida,Rhamnaceae,Frangula,Plantae,Frangula californica,Rosales,Magnoliophyta,Plantae
7430,Magnoliopsida,Onagraceae,Clarkia,Plantae,Clarkia rubicunda,Myrtales,Magnoliophyta,Plantae
4976,Lecanoromycetes,Umbilicariaceae,Umbilicaria,Fungi,Umbilicaria phaea,Umbilicariales,Ascomycota,Fungi
5422,Liliopsida,Orchidaceae,Cypripedium,Plantae,Cypripedium parviflorum,Asparagales,Magnoliophyta,Plantae
7938,Pinopsida,Cupressaceae,Thuja,Plantae,Thuja occidentalis,Pinales,Pinophyta,Plantae
5899,Magnoliopsida,Asteraceae,Cirsium,Plantae,Cirsium ehrenbergii,Asterales,Magnoliophyta,Plantae
7659,Magnoliopsida,Rosaceae,Prunus,Plantae,Prunus angustifolia,Rosales,Magnoliophyta,Plantae
5023,Agaricomycetes,Amanitaceae,Amanita,Fungi,Amanita ocreata,Agaricales,Basidiomycota,Fungi
5382,Liliopsida,Iridaceae,Crocus,Plantae,Crocus vernus,Asparagales,Magnoliophyta,Plantae
6261,Magnoliopsida,Brassicaceae,Hesperis,Plantae,Hesperis matronalis,Brassicales,Magnoliophyta,Plantae
7137,Magnoliopsida,Orobanchaceae,Pedicularis,Plantae,Pedicularis densiflora,Lamiales,Magnoliophyta,Plantae
6024,Magnoliopsida,Asteraceae,Oclemena,Plantae,Oclemena acuminata,Asterales,Magnoliophyta,Plantae
8036,Polypodiopsida,Blechnaceae,Blechnum,Plantae,Blechnum minus,Polypodiales,Pteridophyta,Plantae
6681,Magnoliopsida,Fabaceae,Acmispon,Plantae,Acmispon rigidus,Fabales,Magnoliophyta,Plantae
6219,Magnoliopsida,Boraginaceae,Onosmodium,Plantae,Onosmodium bejariense,Boraginales,Magnoliophyta,Plantae
5251,Lycopodiopsida,Lycopodiaceae,Dendrolycopodium,Plantae,Dendrolycopodium hickeyi,Lycopodiales,Lycopodiophyta,Plantae
5704,Liliopsida,Restionaceae,Apodasmia,Plantae,Apodasmia similis,Poales,Magnoliophyta,Plantae
5134,Agaricomycetes,Cantharellaceae,Cantharellus,Fungi,Cantharellus lateritius,Cantharellales,Basidiomycota,Fungi
5908,Magnoliopsida,Asteraceae,Conoclinium,Plantae,Conoclinium coelestinum,Asterales,Magnoliophyta,Plantae
6336,Magnoliopsida,Cactaceae,Echinocereus,Plantae,Echinocereus dasyacanthus,Caryophyllales,Magnoliophyta,Plantae
5752,Magnoliopsida,Apiaceae,Pastinaca,Plantae,Pastinaca sativa,Apiales,Magnoliophyta,Plantae
7182,Magnoliopsida,Plantaginaceae,Penstemon,Plantae,Penstemon heterophyllus,Lamiales,Magnoliophyta,Plantae
5950,Magnoliopsida,Asteraceae,Euthamia,Plantae,Euthamia graminifolia,Asterales,Magnoliophyta,Plantae
8040,Polypodiopsida,Blechnaceae,Blechnum,Plantae,Blechnum spicant,Polypodiales,Pteridophyta,Plantae
7159,Magnoliopsida,Plantaginaceae,Chelone,Plantae,Chelone glabra,Lamiales,Magnoliophyta,Plantae
6317,Magnoliopsida,Cactaceae,Bergerocactus,Plantae,Bergerocactus emoryi,Caryophyllales,Magnoliophyta,Plantae
7363,Magnoliopsida,Cistaceae,Hudsonia,Plantae,Hudsonia tomentosa,Malvales,Magnoliophyta,Plantae
7250,Magnoliopsida,Annonaceae,Asimina,Plantae,Asimina triloba,Magnoliales,Magnoliophyta,Plantae
7469,Magnoliopsida,Aristolochiaceae,Asarum,Plantae,Asarum canadense,Piperales,Magnoliophyta,Plantae
5421,Liliopsida,Orchidaceae,Cypripedium,Plantae,Cypripedium montanum,Asparagales,Magnoliophyta,Plantae
5690,Liliopsida,Poaceae,Schizachyrium,Plantae,Schizachyrium scoparium,Poales,Magnoliophyta,Plantae
7320,Magnoliopsida,Passifloraceae,Passiflora,Plantae,Passiflora tripartita,Malpighiales,Magnoliophyta,Plantae
7710,Magnoliopsida,Ulmaceae,Ulmus,Plantae,Ulmus crassifolia,Rosales,Magnoliophyta,Plantae
5909,Magnoliopsida,Asteraceae,Coreopsis,Plantae,Coreopsis basalis,Asterales,Magnoliophyta,Plantae
5895,Magnoliopsida,Asteraceae,Cirsium,Plantae,Cirsium altissimum,Asterales,Magnoliophyta,Plantae
7617,Magnoliopsida,Rosaceae,Acaena,Plantae,Acaena pinnatifida,Rosales,Magnoliophyta,Plantae
5105,Agaricomycetes,Tricholomataceae,Tricholomopsis,Fungi,Tricholomopsis rutilans,Agaricales,Basidiomycota,Fungi
5302,Liliopsida,Amaryllidaceae,Sprekelia,Plantae,Sprekelia formosissima,Asparagales,Magnoliophyta,Plantae
6241,Magnoliopsida,Brassicaceae,Barbarea,Plantae,Barbarea vulgaris,Brassicales,Magnoliophyta,Plantae
4910,Lecanoromycetes,Cladoniaceae,Cladonia,Fungi,Cladonia stellaris,Lecanorales,Ascomycota,Fungi
7392,Magnoliopsida,Malvaceae,Sphaeralcea,Plantae,Sphaeralcea coccinea,Malvales,Magnoliophyta,Plantae
6030,Magnoliopsida,Asteraceae,Olearia,Plantae,Olearia nummulariifolia,Asterales,Magnoliophyta,Plantae
6697,Magnoliopsida,Fabaceae,Bauhinia,Plantae,Bauhinia divaricata,Fabales,Magnoliophyta,Plantae
5816,Magnoliopsida,Asteraceae,Ambrosia,Plantae,Ambrosia artemisiifolia,Asterales,Magnoliophyta,Plantae
5147,Agaricomycetes,Hymenochaetaceae,Phellinus,Fungi,Phellinus gilvus,Hymenochaetales,Basidiomycota,Fungi
7388,Magnoliopsida,Malvaceae,Sida,Plantae,Sida ciliaris,Malvales,Magnoliophyta,Plantae
6700,Magnoliopsida,Fabaceae,Caesalpinia,Plantae,Caesalpinia gilliesii,Fabales,Magnoliophyta,Plantae
7767,Magnoliopsida,Sapindaceae,Aesculus,Plantae,Aesculus californica,Sapindales,Magnoliophyta,Plantae
7657,Magnoliopsida,Rosaceae,Potentilla,Plantae,Potentilla recta,Rosales,Magnoliophyta,Plantae
6654,Magnoliopsida,Primulaceae,Primula,Plantae,Primula elatior,Ericales,Magnoliophyta,Plantae
7902,Magnoliopsida,Vitaceae,Parthenocissus,Plantae,Parthenocissus tricuspidata,Vitales,Magnoliophyta,Plantae
6197,Magnoliopsida,Boraginaceae,Eucrypta,Plantae,Eucrypta chrysanthemifolia,Boraginales,Magnoliophyta,Plantae
6181,Magnoliopsida,Goodeniaceae,Selliera,Plantae,Selliera radicans,Asterales,Magnoliophyta,Plantae
5001,Agaricomycetes,Agaricaceae,Agaricus,Fungi,Agaricus xanthodermus,Agaricales,Basidiomycota,Fungi
7764,Magnoliopsida,Sapindaceae,Acer,Plantae,Acer saccharinum,Sapindales,Magnoliophyta,Plantae
6246,Magnoliopsida,Brassicaceae,Capsella,Plantae,Capsella bursa-pastoris,Brassicales,Magnoliophyta,Plantae
5569,Liliopsida,Bromeliaceae,Tillandsia,Plantae,Tillandsia usneoides,Poales,Magnoliophyta,Plantae
6587,Magnoliopsida,Ericaceae,Gaylussacia,Plantae,Gaylussacia baccata,Ericales,Magnoliophyta,Plantae
6442,Magnoliopsida,Plumbaginaceae,Limonium,Plantae,Limonium perezii,Caryophyllales,Magnoliophyta,Plantae
7628,Magnoliopsida,Rosaceae,Cercocarpus,Plantae,Cercocarpus montanus,Rosales,Magnoliophyta,Plantae
5297,Liliopsida,Amaryllidaceae,Habranthus,Plantae,Habranthus tubispathus,Asparagales,Magnoliophyta,Plantae
7974,Pinopsida,Podocarpaceae,Dacrydium,Plantae,Dacrydium cupressinum,Pinales,Pinophyta,Plantae
8133,Florideophyceae,Gigartinaceae,Mazzaella,Plantae,Mazzaella splendens,Gigartinales,Rhodophyta,Plantae
7666,Magnoliopsida,Rosaceae,Prunus,Plantae,Prunus pensylvanica,Rosales,Magnoliophyta,Plantae
7154,Magnoliopsida,Phrymaceae,Mimulus,Plantae,Mimulus ringens,Lamiales,Magnoliophyta,Plantae
6935,Magnoliopsida,Gentianaceae,Gentianella,Plantae,Gentianella quinquefolia,Gentianales,Magnoliophyta,Plantae
5142,Agaricomycetes,Gloeophyllaceae,Gloeophyllum,Fungi,Gloeophyllum sepiarium,Gloeophyllales,Basidiomycota,Fungi
6426,Magnoliopsida,Montiaceae,Lewisia,Plantae,Lewisia leeana,Caryophyllales,Magnoliophyta,Plantae
6770,Magnoliopsida,Fabaceae,Mimosa,Plantae,Mimosa quadrivalvis,Fabales,Magnoliophyta,Plantae
6901,Magnoliopsida,Apocynaceae,Asclepias,Plantae,Asclepias obovata,Gentianales,Magnoliophyta,Plantae
5999,Magnoliopsida,Asteraceae,Lasthenia,Plantae,Lasthenia gracilis,Asterales,Magnoliophyta,Plantae
7677,Magnoliopsida,Rosaceae,Rosa,Plantae,Rosa multiflora,Rosales,Magnoliophyta,Plantae
7882,Magnoliopsida,Solanaceae,Solanum,Plantae,Solanum aviculare,Solanales,Magnoliophyta,Plantae
5735,Magnoliopsida,Apiaceae,Eryngium,Plantae,Eryngium leavenworthii,Apiales,Magnoliophyta,Plantae
6118,Magnoliopsida,Asteraceae,Symphyotrichum,Plantae,Symphyotrichum divaricatum,Asterales,Magnoliophyta,Plantae
7985,Polypodiopsida,Dicksoniaceae,Dicksonia,Plantae,Dicksonia antarctica,Cyatheales,Pteridophyta,Plantae
6060,Magnoliopsida,Asteraceae,Psilostrophe,Plantae,Psilostrophe tagetina,Asterales,Magnoliophyta,Plantae
7105,Magnoliopsida,Orobanchaceae,Aureolaria,Plantae,Aureolaria grandiflora,Lamiales,Magnoliophyta,Plantae
5354,Liliopsida,Asparagaceae,Ornithogalum,Plantae,Ornithogalum umbellatum,Asparagales,Magnoliophyta,Plantae
5449,Liliopsida,Orchidaceae,Oeceoclades,Plantae,Oeceoclades maculata,Asparagales,Magnoliophyta,Plantae
6499,Magnoliopsida,Cornaceae,Cornus,Plantae,Cornus sericea,Cornales,Magnoliophyta,Plantae
6090,Magnoliopsida,Asteraceae,Senecio,Plantae,Senecio vulgaris,Asterales,Magnoliophyta,Plantae
7613,Magnoliopsida,Rhamnaceae,Rhamnus,Plantae,Rhamnus humboldtiana,Rosales,Magnoliophyta,Plantae
5431,Liliopsida,Orchidaceae,Epipactis,Plantae,Epipactis helleborine,Asparagales,Magnoliophyta,Plantae
7745,Magnoliopsida,Meliaceae,Dysoxylum,Plantae,Dysoxylum spectabile,Sapindales,Magnoliophyta,Plantae
6053,Magnoliopsida,Asteraceae,Prenanthes,Plantae,Prenanthes purpurea,Asterales,Magnoliophyta,Plantae
5331,Liliopsida,Asparagaceae,Dichelostemma,Plantae,Dichelostemma capitatum,Asparagales,Magnoliophyta,Plantae
7144,Magnoliopsida,Phrymaceae,Mimulus,Plantae,Mimulus alsinoides,Lamiales,Magnoliophyta,Plantae
8128,Florideophyceae,Corallinaceae,Corallina,Plantae,Corallina officinalis,Corallinales,Rhodophyta,Plantae
6568,Magnoliopsida,Ericaceae,Arbutus,Plantae,Arbutus menziesii,Ericales,Magnoliophyta,Plantae
7993,Polypodiopsida,Hymenophyllaceae,Hymenophyllum,Plantae,Hymenophyllum frankliniae,Hymenophyllales,Pteridophyta,Plantae
6584,Magnoliopsida,Ericaceae,Gaultheria,Plantae,Gaultheria macrostigma,Ericales,Magnoliophyta,Plantae
4951,Lecanoromycetes,Graphidaceae,Graphis,Fungi,Graphis scripta,Ostropales,Ascomycota,Fungi
7355,Magnoliopsida,Violaceae,Viola,Plantae,Viola sororia,Malpighiales,Magnoliophyta,Plantae
4962,Lecanoromycetes,Peltigeraceae,Peltigera,Fungi,Peltigera collina,Peltigerales,Ascomycota,Fungi
6693,Magnoliopsida,Fabaceae,Astragalus,Plantae,Astragalus purshii,Fabales,Magnoliophyta,Plantae
6387,Magnoliopsida,Caryophyllaceae,Minuartia,Plantae,Minuartia douglasii,Caryophyllales,Magnoliophyta,Plantae
7879,Magnoliopsida,Solanaceae,Physalis,Plantae,Physalis crassifolia,Solanales,Magnoliophyta,Plantae
5741,Magnoliopsida,Apiaceae,Gingidia,Plantae,Gingidia montana,Apiales,Magnoliophyta,Plantae
7770,Magnoliopsida,Sapindaceae,Aesculus,Plantae,Aesculus sylvatica,Sapindales,Magnoliophyta,Plantae
7404,Magnoliopsida,Thymelaeaceae,Pimelea,Plantae,Pimelea villosa,Malvales,Magnoliophyta,Plantae
6099,Magnoliopsida,Asteraceae,Solidago,Plantae,Solidago juncea,Asterales,Magnoliophyta,Plantae
5016,Agaricomycetes,Amanitaceae,Amanita,Fungi,Amanita bisporigera,Agaricales,Basidiomycota,Fungi
7318,Magnoliopsida,Passifloraceae,Passiflora,Plantae,Passiflora suberosa,Malpighiales,Magnoliophyta,Plantae
6705,Magnoliopsida,Fabaceae,Canavalia,Plantae,Canavalia rosea,Fabales,Magnoliophyta,Plantae
5544,Liliopsida,Melanthiaceae,Trillium,Plantae,Trillium erectum,Liliales,Magnoliophyta,Plantae
6839,Magnoliopsida,Fagaceae,Quercus,Plantae,Quercus agrifolia,Fagales,Magnoliophyta,Plantae
7880,Magnoliopsida,Solanaceae,Physalis,Plantae,Physalis heterophylla,Solanales,Magnoliophyta,Plantae
6805,Magnoliopsida,Fabaceae,Trifolium,Plantae,Trifolium resupinatum,Fabales,Magnoliophyta,Plantae
5987,Magnoliopsida,Asteraceae,Hypochaeris,Plantae,Hypochaeris glabra,Asterales,Magnoliophyta,Plantae
8091,Polypodiopsida,Pteridaceae,Adiantum,Plantae,Adiantum pedatum,Polypodiales,Pteridophyta,Plantae
6179,Magnoliopsida,Campanulaceae,Lobelia,Plantae,Lobelia siphilitica,Asterales,Magnoliophyta,Plantae
6738,Magnoliopsida,Fabaceae,Lathyrus,Plantae,Lathyrus pratensis,Fabales,Magnoliophyta,Plantae
5009,Agaricomycetes,Agaricaceae,Leucoagaricus,Fungi,Leucoagaricus americanus,Agaricales,Basidiomycota,Fungi
6808,Magnoliopsida,Fabaceae,Ulex,Plantae,Ulex europaeus,Fabales,Magnoliophyta,Plantae
7913,Magnoliopsida,Zygophyllaceae,Larrea,Plantae,Larrea tridentata,Zygophyllales,Magnoliophyta,Plantae
7697,Magnoliopsida,Rosaceae,Rubus,Plantae,Rubus spectabilis,Rosales,Magnoliophyta,Plantae
6384,Magnoliopsida,Caryophyllaceae,Dianthus,Plantae,Dianthus deltoides,Caryophyllales,Magnoliophyta,Plantae
7839,Magnoliopsida,Convolvulaceae,Cuscuta,Plantae,Cuscuta salina,Solanales,Magnoliophyta,Plantae
6602,Magnoliopsida,Ericaceae,Rhododendron,Plantae,Rhododendron ferrugineum,Ericales,Magnoliophyta,Plantae
7286,Magnoliopsida,Euphorbiaceae,Euphorbia,Plantae,Euphorbia melanadenia,Malpighiales,Magnoliophyta,Plantae
5445,Liliopsida,Orchidaceae,Neotinea,Plantae,Neotinea tridentata,Asparagales,Magnoliophyta,Plantae
6572,Magnoliopsida,Ericaceae,Chimaphila,Plantae,Chimaphila maculata,Ericales,Magnoliophyta,Plantae
5258,Lycopodiopsida,Lycopodiaceae,Spinulum,Plantae,Spinulum annotinum,Lycopodiales,Lycopodiophyta,Plantae
6285,Magnoliopsida,Aizoaceae,Carpobrotus,Plantae,Carpobrotus edulis,Caryophyllales,Magnoliophyta,Plantae
6868,Magnoliopsida,Juglandaceae,Carya,Plantae,Carya illinoinensis,Fagales,Magnoliophyta,Plantae
6542,Magnoliopsida,Caprifoliaceae,Lonicera,Plantae,Lonicera involucrata,Dipsacales,Magnoliophyta,Plantae
6481,Magnoliopsida,Celastraceae,Canotia,Plantae,Canotia holacantha,Celastrales,Magnoliophyta,Plantae
5954,Magnoliopsida,Asteraceae,Gaillardia,Plantae,Gaillardia aristata,Asterales,Magnoliophyta,Plantae
5133,Agaricomycetes,Cantharellaceae,Cantharellus,Fungi,Cantharellus californicus,Cantharellales,Basidiomycota,Fungi
7996,Polypodiopsida,Hymenophyllaceae,Hymenophyllum,Plantae,Hymenophyllum rarum,Hymenophyllales,Pteridophyta,Plantae
5298,Liliopsida,Amaryllidaceae,Hymenocallis,Plantae,Hymenocallis liriosme,Asparagales,Magnoliophyta,Plantae
6893,Magnoliopsida,Apocynaceae,Asclepias,Plantae,Asclepias engelmanniana,Gentianales,Magnoliophyta,Plantae
7868,Magnoliopsida,Solanaceae,Datura,Plantae,Datura stramonium,Solanales,Magnoliophyta,Plantae
6739,Magnoliopsida,Fabaceae,Lathyrus,Plantae,Lathyrus vernus,Fabales,Magnoliophyta,Plantae
5647,Liliopsida,Poaceae,Cenchrus,Plantae,Cenchrus spinifex,Poales,Magnoliophyta,Plantae
7933,Pinopsida,Cupressaceae,Libocedrus,Plantae,Libocedrus bidwillii,Pinales,Pinophyta,Plantae
5550,Liliopsida,Melanthiaceae,Veratrum,Plantae,Veratrum californicum,Liliales,Magnoliophyta,Plantae
6686,Magnoliopsida,Fabaceae,Amorpha,Plantae,Amorpha canescens,Fabales,Magnoliophyta,Plantae
6701,Magnoliopsida,Fabaceae,Caesalpinia,Plantae,Caesalpinia mexicana,Fabales,Magnoliophyta,Plantae
5370,Liliopsida,Asphodelaceae,Aloe,Plantae,Aloe arborescens,Asparagales,Magnoliophyta,Plantae
6915,Magnoliopsida,Apocynaceae,Calotropis,Plantae,Calotropis procera,Gentianales,Magnoliophyta,Plantae
5944,Magnoliopsida,Asteraceae,Eriophyllum,Plantae,Eriophyllum confertiflorum,Asterales,Magnoliophyta,Plantae
5176,Agaricomycetes,Meruliaceae,Phlebia,Fungi,Phlebia incarnata,Polyporales,Basidiomycota,Fungi
6381,Magnoliopsida,Caryophyllaceae,Cardionema,Plantae,Cardionema ramosissimum,Caryophyllales,Magnoliophyta,Plantae
